movieId,title,genres,top_actors
225507,Laveuses sur la rivière (1897),Documentary,
280366,Prison or Exile (2021),Documentary,"Nursel Aydoğan, Fırat Anlı, Zülküf Karatekin"
129391,If You Don't Stop It... You'll Go Blind!!! (1975),Comedy,"George Spencer, Jane Kellem, Uschi Digard, Patrick Wright, Garth Pillsbury"
286053,Stomping Ground (2014),Comedy|Horror,"Theresa Tilly, John Bobek, Tarah DeSpain, Justin Giddings, Jeramy Blackford"
187931,Kushi (2000),Drama|Romance,"Vijay, Jyothika, Vivek, Nagendra Prasad, Nizhalgal Ravi"
208497,Marilyn Monroe Declassified (2015),Documentary,Marilyn Monroe
229277,A King and His Movie (1986),Comedy|Drama,"Ulises Dumont, Julio Chávez, Miguel Dedovich, Villanueva Cosse, David Llewellyn"
186811,The Professor (1919),Comedy,"Charlie Chaplin, Albert Austin, Henry Bergman, Loyal Underwood, Tom Wilson"
384,Bad Company (1995),Action|Crime|Drama,"Laurence Fishburne, Ellen Barkin, Frank Langella, Michael Beach, David Ogden Stiers"
279860,Vinski ja Vinsentti (1970),Adventure,"Pekka Kaartinen, Tarmo Manni, Maija Karhi, Aarno Sulkanen, Keijo Komppa"
116455,Heart Of Dixie (1989),Drama,"Ally Sheedy, Don Michael Paul, Virginia Madsen, Phoebe Cates, Treat Williams"
270750,Downfall: The Case Against Boeing (2022),Documentary,"John Fantasia, Elaine Chao"
119143,Flap (1970),Comedy|Drama,"Anthony Quinn, Claude Akins, Tony Bill, Shelley Winters, Victor Jory"
3814,Love and Death (1975),Comedy,"Woody Allen, Diane Keaton, Harold Gould, Olga Georges-Picot, Zvee Scooler"
77307,Dogtooth (Kynodontas) (2009),Drama,"Christos Stergioglou, Michele Valley, Hristos Passalis, Angeliki Papoulia, Mary Tsoni"
162260,Deuce of Spades (2010),Drama|Mystery|Thriller,"Faith Granger, Kaitlyn Jenkins"
130638,Master of the Universe (2013),Documentary,"Rainer Voss, Angela Merkel"
133189,To Kill A Clown (1972),Drama|Thriller,"Alan Alda, Blythe Danner, Heath Lamberts, Eric Clavering"
132912,Emmanuelle 5 (1987),Action|Drama,"Monique Gabrielle, Crofton Hardester, Dana Burns Westburg, Yaseen Khan, Heidi Paine"
223039,Dawn Express (1942),Action|Adventure|War,"Michael Whalen, Anne Nagel, William Bakewell, Constance Worth, Hans Heinrich von Twardowski"
288143,Below the Deadline (1936),Crime,"Cecilia Parker, Russell Hopton, Theodore von Eltz, Thomas E. Jackson, Warner Richmond"
225810,Armed Hands (2012),Crime|Drama|Thriller,"Roschdy Zem, Leïla Bekhti, Marc Lavoine, Nicolas Bridet, Nina Meurisse"
144906,The Young Land (1959),Action|Drama,"Patrick Wayne, Yvonne Craig, Dennis Hopper, Dan O'Herlihy, Roberto De La Madrid"
154632,Funeral Ceremonies (1969),Drama,
275429,"Jenaro, el de los 14 (1974)",Comedy,"Alfredo Landa, María Luisa San José, Mari Carmen Prendes, Josele Román, Juanjo Menéndez"
97817,Pumping Iron II: The Women (1985),Documentary,"Rachel McLish, Cory Everson, Gladys Portugues, Lori Birdsong, Bev Francis"
207065,Minuscule 2: Mandibles From Far Away (2019),Adventure|Animation|Children|Comedy,"Bruno Salomone, Thierry Frémont, Stéphane Coulon, Jean Nanga, Sarah Cohen-Hadria"
197627,Haunted Summer (1988),Drama|Romance,"Philip Anglim, Alice Krige, Eric Stoltz, Alex Winter, Laura Dern"
130185,Lady from Louisiana (1941),Drama,"John Wayne, Ona Munson, Ray Middleton, Henry Stephenson, Helen Westley"
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,"Robert Redford, Faye Dunaway, Cliff Robertson, Max von Sydow, John Houseman"
114638,"Abdication, The (1974)",Drama,"Peter Finch, Liv Ullmann, Cyril Cusack, Paul Rogers, Graham Crowden"
219734,Under the Riccione Sun (2020),Comedy|Romance,"Cristiano Caccamo, Saul Nanni, Andrea Roncato, Lorenzo Zurzolo, Ludovica Martino"
105414,Mariage à Mendoza (2012),Comedy|Drama,
110718,Fading Gigolo (2013),Comedy,"John Turturro, Woody Allen, Vanessa Paradis, Liev Schreiber, Sharon Stone"
162880,26 Years (2012),Drama|Thriller,"Jin Goo, Han Hye-jin, Im Seul-ong, Bae Soo-bin, Lee Kyung-young"
666,All Things Fair (Lust och fägring stor) (1995),Drama|Romance|War,"Johan Widerberg, Marika Lagercrantz, Tomas von Brömssen, Karin Huldt, Nina Gunke"
1180,Hear My Song (1991),Comedy,"Ned Beatty, Adrian Dunbar, Tara Fitzgerald, William Hootkins, Shirley Anne Field"
215883,Karnan (1964),(no genres listed),"Sivaji Ganesan, N.T. Rama Rao, Savitri, Devika, M. V. Rajamma"
157522,Hot Spur (1968),Western,"James Arena, Virginia Gordon, Joseph Mascolo, Wes Bishop, John Alderman"
288947,The Year I Started Masturbating (2022),Comedy|Drama|Romance,"Katia Winter, Jesper Zuschlag, Nour El Refai, Henrik Dorsin, Bahar Pars"
8973,Bad Education (La mala educación) (2004),Drama|Thriller,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluís Homar, Francisco Maestre"
122041,Trust Me (2013),Comedy|Drama,"Clark Gregg, Amanda Peet, Saxon Sharbino, Felicity Huffman, Allison Janney"
286549,Una vacanza bestiale (1981),(no genres listed),
187861,Brave Men's Blood (2014),Crime|Thriller,"Darri Ingolfsson, Hilmir Snær Guðnason, Sigurður Sigurjónsson, Ingvar E. Sigurðsson, Ágústa Eva Erlendsdóttir"
50253,David and Bathsheba (1951),Drama|Romance,"Gregory Peck, Susan Hayward, Kieron Moore, Raymond Massey, James Robertson Justice"
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden"
288897,Warhorse One (2023),Action|Drama|War,
285039,The Girl (2008),Drama|Romance,"Emile Hirsch, Elisha Cuthbert, Timothy Olyphant, Christopher Marquette, Paul Dano"
193547,Pet Names (2018),Comedy|Drama,
49528,Turistas (2006),Adventure|Drama|Horror|Mystery|Thriller,"Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew, Beau Garrett"
266872,Every Time a Bell Rings (2021),Comedy|Romance,
178895,Veronica (2017),Drama|Mystery|Thriller,
1896,Cousin Bette (1998),Comedy,
73060,Film Geek (2005),Comedy,
289795,Hitler's Disastrous Desert War (2021),Documentary,
182117,Mother Goose Goes Hollywood (1938),Animation,
223820,Tout simplement noir (2020),Comedy,
209437,Line of Duty (2019),Action|Thriller,
140012,I-Lived (2015),Horror|Mystery|Thriller,
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,
132392,Banning (1967),(no genres listed),
279352,The Last Theft (1987),Animation|Crime,"František Husák, Zdeněk Martínek, Ivan Vojtek"
145958,Am I Beautiful? (1998),Comedy,"Marie Zielcke, Carla Weindler, Julian Messner, Franka Potente, Gustav Peter Wöhler"
3143,Hell in the Pacific (1968),Drama|War,"Lee Marvin, Toshirō Mifune"
269764,Tycus (2000),Action|Sci-Fi,"Todd Allen, Blake Clark, Sarah Dalton, Sonny D'Angelo, Dennis Hopper"
144896,"Anna: the Pleasure, the Torment (1973)",Drama,"Edwige Fenech, Corrado Pani, Richard Conte, John Richardson, Ettore Manni"
207664,La isla del viento (2016),Documentary|Drama,"José Luis Gómez, Víctor Clavijo, Isabel Prinz, Ana Celentano, Ciro Miró"
203757,"So Long, My Son (2019)",Children|Drama,"Wang Jingchun, Yong Mei, Qi Xi, Du Jiang, Ai Liya"
282055,Donna Haraway: Story Telling for Earthly Survival (2016),Documentary,Donna Haraway
140206,"Jack, Jules, Esther, & Me (2013)",(no genres listed),"Aaron Sauter, Jessica Rothe, Alice Lee, Alexander Flores, Jeff Lima"
131882,Just The Way You Are (1984),Comedy|Romance,"Kristy McNichol, Michael Ontkean, Kaki Hunter, André Dussollier, Catherine Salviat"
133699,Black Friday (2004),Crime|Drama|Thriller,"Kay Kay Menon, Pavan Malhotra, Aditya Srivastava, Dibyendu Bhattacharya, Kishore Kadam"
129755,Unchained (1955),(no genres listed),"Elroy 'Crazylegs' Hirsch, Barbara Hale, Chester Morris, Todd Duncan, Johnny Johnston"
150276,Riot (2015),Action,"Matthew Reese, Dolph Lundgren, Danielle C. Ryan, Chuck Liddell, Michael Flynn"
243574,Ellen (2016),Drama,"Jessica Barden, Jaime Winstone, Yasmin Monet Prince, Joe Dempsie, Charlie Creed-Miles"
133919,Bulldog Drummond's Secret Police (1939),Mystery|Thriller,"John Howard, Heather Angel, H.B. Warner, Reginald Denny, E. E. Clive"
125209,Son of Morning (2011),Comedy|Drama,"Joseph Cross, Heather Graham, Edward Herrmann, Stephen Root, Danny Glover"
151577,ABCD (Any Body Can Dance) (2013),Drama|Romance,"Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb, Dharmesh Yelande"
131411,The Great Man Votes (1939),Drama,"John Barrymore, Virginia Weidler, Katharine Alexander, Peter Holden, Donald MacBride"
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,"Thandiwe Newton, Mark Wahlberg, Tim Robbins, Christine Boisson, LisaGay Hamilton"
185853,Mustang Island (2017),Comedy|Drama,"Macon Blair, Lee Eddy, John Merriman, Molly Karrasch, Jason Newman"
168964,The Taking of Tiger Mountain (2014),Adventure|Thriller|War,"Zhang Hanyu, Tony Leung Ka-fai, Tong Liya, Lin Gengxin, Yu Nan"
164302,Secret Chronicle: She Beast Market (1974),(no genres listed),"Meika Seri, Junko Miyashita, Genshū Hanayagi, Shiro Yumemura, Moeko Ezawa"
126957,The Open Road (1926),Documentary,Norman Swan
126951,Ivory Tower (2014),Documentary,"Elizabeth Armstrong, Richard Arum, Jamshed Bharucha, Elizabeth Armstrong, Richard Arum"
279034,Gli idoli delle donne (2022),Comedy,"Lillo Petrolo, Claudio Gregori, Ilaria Spada, Francesco Arca, Marina Valdemoro Maino"
269240,45 Days: The Fight for a Nation (2021),Documentary,"Emile Ghessen, Tip Cullen"
194775,Paradox Alice (2012),Sci-Fi,"Jeneta St. Clair, Stewart Calhoun, Ethan Sharrett, Andrew Hernon, Amy Lindsay"
273235,The Last Mountain (2021),Documentary,"Tom Ballard, Daniele Nardi, Jim Ballard, Kate Ballard"
134859,The Wolfpack (2015),Documentary,"Mukunda Angulo, Narayana Angulo, Susanne Angulo, Bhagavan Angulo, Jagadisa Angulo"
110887,"Squeeze, The (1977)",Crime|Drama,"Stacy Keach, David Hemmings, Edward Fox, Stephen Boyd, Carol White"
176053,Treasure Raiders (2007),Action|Adventure|Drama|Thriller,"Alexander Nevsky, Steven Brand, David Carradine, Sherilyn Fenn, Robert Madrid"
165507,Mars (1998),Action|Sci-Fi,"Olivier Gruner, Shari Belafonte, Gabriel Dell Jr., Alex Hyde-White"
203759,Four in the Afternoon (1951),(no genres listed),"Anna Halprin, Welland Lathrop"
231275,Nae Pasaran (2018),Documentary,
252406,"Jump, Darling (2020)",Comedy,"Thomas Duplessie, Cloris Leachman, Linda Kash, Andrew Bushell, Jayne Eastwood"
165483,Joe Rogan: Triggered (2016),Comedy,Joe Rogan
189935,Song at Midnight (1937),Drama|Horror,"Chao Shi, Jin Shan, Hu Ping, Wenzhu Zhou, Menghe Gu"
249136,June Again (2021),Comedy|Drama,"Noni Hazlehurst, Claudia Karvan, Stephen Curry, Di Adams, Wayne Blair"
217206,LEGO DC: Shazam! Magic and Monsters (2020),Action|Adventure|Animation|Children|Comedy|Sci-Fi,"Sean Astin, Troy Baker, Zach Callison, Grey DeLisle, Nolan North"
194618,Gosnell: The Trial of America's Biggest Serial Killer (2018),Drama,"Dean Cain, Nick Searcy, Earl Billings, Janine Turner, Grace Montie"
145827,Libidomania (1979),(no genres listed),"Christa Free, Esther Moser, Mimmo Poli, Maria Grazia Smaldone, Umberto Amambrini"
6247,Women in Love (1969),Drama|Romance,"Alan Bates, Oliver Reed, Glenda Jackson, Jennie Linden, Eleanor Bron"
290717,Das Feuerschiff (1963),Drama,"Dieter Borsche, James Robertson Justice, Pinkas Braun, Michael Hinz, Werner Peters"
162926,High School Record (2005),Comedy|Documentary,"Jennifer Clavin, Jessica  Clavin, Bobby Sandoval, Dean Spunt, Becky Stark"
202419,Rum Runners (1971),Adventure|Comedy,"Lino Ventura, Brigitte Bardot, Bill Travers, Clive Revill, La Polaca"
1466,Donnie Brasco (1997),Crime|Drama,"Johnny Depp, Al Pacino, Michael Madsen, Bruno Kirby, James Russo"
157292,My Dog Killer (2013),Drama,"Irena Bendová, Adam Mihál, Marián Kuruc, Patrik Czanik, Ladislav Dirda"
288715,My Robot Brother (2022),Children|Comedy|Sci-Fi,"Selma Iljazovski, Lars Brygmann, Lise Baastrup, Philip Elbech Andresen, Kristian Holm Joensen"
46910,Coonskin (1975),Animation|Crime|Drama,"Philip Michael Thomas, Barry White, Charles Gordone, Scatman Crothers, Danny Rees"
286671,Deleter (2022),Horror|Thriller,"Nadine Lustre, Louise delos Reyes, McCoy De Leon, Jeffrey Hidalgo, Sarah Jane Abad"
220576,The Year Without a Santa Claus (2006),Children|Comedy,"John Goodman, Delta Burke, Dylan Minnette, Chris Kattan, Eddie Griffin"
153871,Island Guests (2005),(no genres listed),"Tygo Gernandt, Eva Duijvestein, Rijk Smit, Jaap Spijkers, Marieke Heebink"
288419,King of Clones (2023),Documentary,"Hwang Woo-suk, Han Hak-su, Jin Joong-gwon, Kim Dae-jung, Kim Jong-il"
144974,Eclipse (1999),Documentary,
186953,Hearts Beat Loud (2018),Drama,"Nick Offerman, Kiersey Clemons, Blythe Danner, Toni Collette, Sasha Lane"
175287,Kerosene Salesman's Wife (1988),Drama,
243308,Capturing Avatar (2010),Documentary,"James Cameron, Sam Worthington, Zoe Saldaña, Jon Landau, Stephen Lang"
276007,Curious Caterer: Dying for Chocolate (2022),Mystery,"Nikki DeLoach, Andrew W. Walker, Jaycie Dotin, Jason Schombing, Lochlyn Munro"
117308,When the Game Stands Tall (2014),Drama,"Jim Caviezel, Michael Chiklis, Laura Dern, Clancy Brown, Ser'Darius Blain"
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson, Frank Oz"
129276,France Inc. (1974),Crime|Drama|Sci-Fi|Thriller,
161780,Huset (2016),Horror|Thriller|War,"Espen Edvartsen, Ingvild Flikkerud, Anita Ihler, Sondre Krogtoft Larsen, Heidi Ødegaard Mikkelsen"
290479,What the Hell Is It This Time? Sparks: Live in London (2021),Documentary,"Ron Mael, Russell Mael"
233753,40 Years a Prisoner (2020),Documentary,Mike Africa Jr.
190947,Mary Queen of Scots (2018),Drama,"Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn, David Tennant"
152330,Standing Army (2010),Documentary,"Noam Chomsky, Gore Vidal, Chalmers Johnson, Olivier Bancoult, William Blum"
225862,Start-Up (2019),Action|Drama,"Ma Dong-seok, Park Jeong-min, Jung Hae-in, Yum Jung-ah, Choi Sung-eun"
979,Nothing Personal (1995),Drama|War,"Ian Hart, John Lynch, James Frain, Michael Gambon, Gary Lydon"
183501,Feral (2012),Animation|Drama|Fantasy|Sci-Fi,"Elsie McKendry, Brett Tobasky"
140641,Revenge of the Middle-Aged Woman (2004),Drama,"Christine Lahti, Brian Kerwin, Bryan Brown, Abby Brammell, Caroline Aaron"
139305,5 Souls (2013),Thriller,"Allison McAtee, Ian Bohen, Samaire Armstrong, Kristina Anapau, Steve Bacic"
194490,A Walk to Beautiful (2007),Documentary,
230065,The Shaggy Dog (1994),(no genres listed),"Ed Begley Jr., Sharon Lawrence, Jon Polito, James Cromwell, Jeremy Sisto"
111126,"Gladiators, The (Gladiatorerna) (1969)",Drama|Sci-Fi,"Arthur Pentelow, Frederick Danner, Hans Bendrik, Daniel Harle, Björn Franzén"
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,"Joel McCrea, Veronica Lake, Robert Warwick, William Demarest, Franklin Pangborn"
188009,The Look of a Killer (2016),Crime|Thriller,"Samuli Edelmann, Krista Kosonen, Onni Tommila, Mikko Nousiainen, Ville Haapasalo"
132987,Kill 'em All (2012),Action|Crime|Thriller,"Johnny Messner, Joe Lewis, Gordon Liu Chia-hui, Ammara Siripong, Brahim Achabbakhe"
281560,As Good as Dead (2022),Action|Crime,"Tom Berenger, Michael Jai White, Louis Mandylor, Gillian White, Michael Copon"
227312,The Coffin (2008),Horror,"Ananda Everingham, Florence Faivre, Andrew Lin, Karen Mok Man-Wai, Napakpapha Nakprasitte"
127628,Chino (1973),Action|Drama|Western,"Charles Bronson, Jill Ireland, Vincent Van Patten, Fausto Tozzi, Ettore Manni"
5619,"Trials of Henry Kissinger, The (2002)",Documentary,"Brian Cox, Christopher Hitchens, Henry Kissinger"
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,"Jackie Chan, Chris Tucker, Tom Wilkinson, Philip Baker Hall, Elizabeth Peña"
108016,Resistance (2011),Drama|Thriller|War,"Andrea Riseborough, Tom Wlaschiha, Iwan Rheon, Kimberley Nixon, Alexander Dreymon"
202898,Knights Of The City (1986),Action,"Leon Isaac Kennedy, Nicholas Campbell, John Mengatti, Stoney Jackson, Jeff Moldovan"
162678,Our Last Tango (2015),Documentary,"María Nieves Rego, Juan Carlos Copes, Pablo Verón, Alejandra Gutty, Ayelén Álvarez Miño"
102686,"Hangover Part III, The (2013)",Comedy,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong"
66289,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),Crime|Film-Noir|Horror|Romance|Thriller,"Meredyth Herold, Michele Valley, Panos Thanassoulis, John E. Regan"
163432,Open Doors (1990),Drama,"Gian Maria Volonté, Ennio Fantastichini, Renzo Giovampietro, Renato Carpentieri, Tony Palazzo"
174961,Hitch Hike to Hell (1977),Crime|Mystery,"Robert Gribbin, Russell Johnson, Dorothy Bennett, John Harmon, Randy Echols"
3335,Jail Bait (1954),Crime|Drama,"Lyle Talbot, Herbert Rawlinson, Steve Reeves, Dolores Fuller, Clancy Malone"
76317,After.Life (2009),Drama|Horror|Thriller,"Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury, Josh Charles"
128960,Sugarbaby (1985),Comedy,"Marianne Sägebrecht, Eisi Gulp, Toni Berger, Manuela Denz, Christiane Blumhoff"
123955,Never Say Goodbye (1956),(no genres listed),"Rock Hudson, Cornell Borchers, George Sanders, Shelley Fabares, Ray Collins"
821,"Crude Oasis, The (1995)",Drama|Romance,"Jennifer Taylor, Aaron Shields, Robert Peterson"
161121,The King of the Kickboxers (1990),Action,"Loren Avedon, Billy Blanks, Keith Cooke, Jerry Trimble, Richard Jaeckel"
119670,National Gallery (2014),Documentary,"Leanne Benjamin, Kausikan Rajeshkumar, Jo Shapcott, Edward Watson"
6343,Washington Heights (2002),Drama|Romance,"Tomas Milian, Manny Perez, Danny Hoch, Bobby Cannavale, Jude Ciccolella"
7252,"Three Stooges in Orbit, The (1962)",Comedy|Sci-Fi,"Moe Howard, Larry Fine, Joe DeRita, Emil Sitka, Carol Christensen"
148384,If I Had Four Dromedaries (1966),Documentary,"Pierre Vaneck, Nicolas Youmatoff, Catherine Le Couey"
4884,Trembling Before G-d (2001),Documentary,
26483,Rock & Rule (1983),Animation|Fantasy|Musical|Sci-Fi,"Don Francks, Lou Reed, Susan Roman, Debbie Harry, Paul Le Mat"
209217,Amigos... (2011),Comedy|Drama,"Ernesto Alterio, Diego Martín, Alberto Lozano, Goya Toledo, Manuela Velasco"
5080,Slackers (2002),Comedy,"Devon Sawa, Jaime King, Jason Segel, Jason Schwartzman, Laura Prepon"
163649,Fairlane Road (2016),Horror|Mystery|Thriller,"Anthony Sherritt, Gualtiero Negrini, Lucy Kazarian, Bettina Devin, Kristen Hansen"
231271,The Moon (1994),(no genres listed),
219597,Money Plane (2020),Action,"Adam Copeland, Katrina Norman, Patrick Lamont Jr., Kelsey Grammer, Thomas Jane"
153822,EMI: Liya Hai To Chukana Padega (2008),(no genres listed),"Sanjay Dutt, Urmila Matondkar, Malaika Arora, Arjun Rampal, Neha Oberoi"
117632,Down the Shore (2011),Drama|Romance|Thriller,"Famke Janssen, James Gandolfini, Maria Dizzia, John Magaro, Gabrielle Lazure"
274225,The Wasps Are Here (1978),Drama,"Joe Abeywickrama, Wimal Kumara de Costa, Ruby de Mel, Malini Fonseka, Amarasiri Kalansooriya"
232035,Camjackers (2006),Comedy,"Olivia Wilde, Megalyn Echikunwoke, Phoenix Orion, Cody Lucich, Brittany Krall"
178369,Brothers of the Wind (2015),Adventure|Children|Drama,"Manuel Camacho, Jean Reno, Tobias Moretti, Eva Kuen"
243142,The Devil Below (2021),Horror|Thriller,"Alicia Sanz, Adan Canto, Will Patton, Zach Avery, Chinaza Uche"
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,"Donald Sutherland, Brooke Adams, Leonard Nimoy, Jeff Goldblum, Veronica Cartwright"
26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),Drama,"Gabriel Cosmin Urdes, Lukas Miko, Otto Grünmandl, Anne Bennent, Udo Samel"
152370,Convergence (2015),Action|Mystery|Thriller,
156559,He Took His Skin Off for Me (2014),Drama|Horror|Romance,"Anna Maguire, Sebastian Armesto, Sarah Barker"
291192,Destiny Road (2012),Drama,"Daniel Zacapa, Kevin L. Johnson, Zoe Myers, Thunderbird Dinwiddie, Johanna Jowett"
140263,Milk? (2012),Documentary,Sebastian Howard
108663,"House of Branching Love, The (Haarautuvan rakkauden talo) (2009)",Comedy|Drama,"Elina Knihtilä, Hannu-Pekka Björkman, Kati Outinen, Anna Easteden, Antti Reini"
76772,Carne (1991),Drama|Thriller,"Philippe Nahon, Blandine Lenoir, Marie Berto, Frankie Pain, Lucile Hadžihalilović"
213984,Eddie: Strongman (2015),Documentary,Eddie Hall
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,"Nicolas Cage, Ellen Burstyn, Kate Beahan, Frances Conroy, Molly Parker"
262011,American Crime (2004),Crime|Thriller,"Cary Elwes, Kip Pardue, Rachael Leigh Cook, Annabella Sciorra, Cyia Batten"
213235,Fly Rocket Fly (2018),Documentary,
216099,The Strawberry Shortcake Movie: Sky's the Limit (2009),Animation|Children,"Anna Cummer, Ashley Ball, Ingrid Nilson, Janyse Jaud, Britt McKillip"
248698,Eden (2001),(no genres listed),"Samantha Morton, Thomas Jane, Luke Holland, Daphna Kastner, Danny Huston"
215167,The Real Macaw (1998),Adventure|Children,"Jamie Croft, Deborra-Lee Furness, Joe Petruzzi, John Waters, Jason Robards"
148719,China Heavyweight (2012),Documentary,
161568,Laddie (1940),Drama,"Tim Holt, Virginia Gilmore, Joan Carroll, Spring Byington, Robert Barrat"
147607,The Here After (2015),Drama,"Ulrik Munther, Loa Ek, Mats Blomgren, Ellen Jelinek, Felix Göransson"
280040,Employee of the Month (2022),Comedy,"Jérôme Commandeur, Laetitia Dosch, Pascale Arbillot, Nicole Calfan, Éva Darlan"
264299,How to Die: Simon's Choice (2016),Documentary,"Simon Binner, Deborah Binner"
286153,The Day The Series Stopped (2014),Documentary,"Will Clark, Mike Krukow, Jose Canseco, Rick Honeycutt, Dennis Eckersley"
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport"
115937,King Solomon's Mines (2004),Action|Adventure,
267090,A Match Made at Christmas (2021),Children|Comedy|Romance,"Micah Lynn Hanson, Tim Llewellyn, Aubrey Shimek Davis, Jared Hernandez, Shannon Dowling"
176957,Garden of the Dead (1972),Horror|Sci-Fi,"Marland Proctor, Susan Charney, John Dennis, Philip Kenneally, Duncan McLeod"
26514,Irreconcilable Differences (1984),Comedy|Drama|Romance,"Ryan O'Neal, Shelley Long, Drew Barrymore, Sam Wanamaker, Allen Garfield"
180515,Come on George! (1939),Comedy,"George Formby, Pat Kirkwood, Joss Ambler, Meriel Forbes, Cyril Raymond"
209173,A Beautiful Day in the Neighborhood (2019),Drama,"Matthew Rhys, Tom Hanks, Chris Cooper, Susan Kelechi Watson, Maryann Plunkett"
150814,Spaceways (1953),Sci-Fi|Thriller,"Howard Duff, Eva Bartok, Philip Leaver, Alan Wheatley, Michael Medwin"
196885,Sportowiec mimo woli (1940),Comedy,"Józef Orwid, Ina Benita, Aleksander Żabczyński, Adolf Dymsza, Ludwik Sempoliński"
286171,"Blind Willow, Sleeping Woman (2023)",Animation|Drama|Sci-Fi,"Katharine King So, Shoshana Wilder, Jesse Noah Gruman, John Vamvas, Zag Dorison"
149600,Love for Sale (2008),Comedy|Drama|Romance,"Jackie Long, Mya, Essence Atkins, Jason Weaver, Melyssa Ford"
198537,A Useful Life (2010),Comedy|Drama|Romance,"Jorge Jellinek, Manuel Martinez Carril, Paola Venditto, Gonzalo Delgado, Felipe Arocena"
116225,Tsar (2009),Drama,"Pyotr Mamonov, Oleg Yankovskiy, Alexandr Domogarov, Ivan Okhlobystin, Yuriy Kuznetsov"
232803,Lowdown Dirty Criminals (2020),Comedy,"James Rolleston, Samuel Austin, Scott Wills, Robbie Magasiva, Cohen Holloway"
6255,"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",Drama,
1533,"Promise, The (La promesse) (1996)",Drama,"Jérémie Renier, Olivier Gourmet, Assita Ouedraogo, Florian Delain, Hachemi Haddad"
183071,From the Edge of the City (1998),Drama,"Stathis Papadopoulos, Costas Kotsianidis, Aimilios Heilakis, Theodora Tzimou, Giorgos Mavridis"
160571,Lights Out (2016),Horror,"Teresa Palmer, Maria Bello, Gabriel Bateman, Alexander DiPersia, Alicia Vela-Bailey"
170679,"If He Hollers, Let Him Go! (1968)",Crime|Drama,"Dana Wynter, Raymond St. Jacques, Kevin McCarthy, Barbara McNair, John Russell"
141534,Gun-shy (2003),Drama|Thriller,"Fabian Hinrichs, Lavinia Wilson, Johan Leysen, Ingeborg Westphal, Rudolf W. Marnitz"
226854,Cheer Squad Secrets (2020),Thriller,"Margaret Anne Florence, Anita Brown, Karis Cameron, Matthew Kevin Anderson, Laura K. MacDonald"
185121,Gods (2008),Drama,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen"
187073,Ninja in the Dragon's Den (1982),Action|Comedy,"Conan Lee, Hiroyuki Sanada, Hwang Jang-Lee, Tai Bo, Hiroshi Tanaka"
153168,The Plea (1967),Drama,"Spartak Bagashvili, Rusudan Kiknadze, Ramaz Chkhikvadze, Otar Megvinetukhutsesi, Zurab Kapianidze"
8520,Deep Cover (1992),Action|Crime|Thriller,"Laurence Fishburne, Jeff Goldblum, Victoria Dillard, Gregory Sierra, Clarence Williams III"
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,
5276,Crimes of Passion (1984),Drama|Romance|Thriller,"Kathleen Turner, Anthony Perkins, John Laughlin, Annie Potts, Bruce Davison"
264127,Because We Are Girls (2019),Documentary,
194897,Jungle Drums (1943),Animation,"Joan Alexander, Jackson Beck, Bud Collyer, Jack Mercer, Julian Noa"
80487,"Married Woman, A (Une femme mariée) (1964)",Drama,"Macha Méril, Bernard Noël, Philippe Leroy, Christophe Bourseiller, Roger Leenhardt"
247628,My Fiona (2020),Drama,
73447,I Live My Life (1935),Comedy|Romance,"Joan Crawford, Brian Aherne, Frank Morgan, Aline MacMahon, Eric Blore"
183005,Thalapathi (1991),Action|Crime|Drama,"Rajinikanth, Mammootty, Arvind Swamy, Srividya, Jaishankar"
122515,Spymate (2006),Adventure|Comedy,"Chris Potter, Emma Roberts, Richard Kind, Pat Morita, Louie"
