age,workclass,education,educationno,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native,criminal
26,2,9,13,2,9,0,4,1,0,0,50.0,37,1
44,2,15,10,2,13,0,4,1,0,0,40.0,37,0
49,2,11,9,2,13,0,4,1,0,0,52.0,37,1
26,2,11,9,4,0,4,2,0,0,0,30.0,37,0
40,4,11,9,2,4,0,4,1,0,0,60.0,37,0
19,4,1,7,4,0,1,4,0,0,0,40.0,37,0
58,2,11,9,2,4,0,4,1,0,0,40.0,37,0
61,2,8,11,2,12,0,4,1,0,0,40.0,37,1
28,4,15,10,2,11,3,4,1,0,0,63.0,33,0
26,2,9,13,4,4,3,4,1,0,0,40.0,37,0
64,2,11,9,4,0,1,4,0,0,0,25.0,37,0
42,3,9,13,2,3,0,4,1,0,0,60.0,37,1
41,2,15,10,2,12,0,4,1,0,0,40.0,37,1
45,2,11,9,4,5,1,4,1,0,0,40.0,37,0
39,2,9,13,2,11,0,4,1,0,0,50.0,37,1
41,1,11,9,2,7,0,4,1,0,0,40.0,37,0
51,2,1,7,5,7,1,2,0,0,0,40.0,21,0
34,2,8,11,0,0,4,4,0,0,0,40.0,37,0
33,2,12,14,2,3,0,4,1,0,1902,45.0,10,1
23,2,15,10,5,7,1,4,1,0,2559,40.0,37,1
35,4,15,10,2,2,0,0,1,0,0,60.0,37,0
41,2,1,7,0,8,4,4,0,0,0,25.0,12,0
39,2,12,14,4,2,1,4,0,0,0,50.0,37,0
41,2,15,10,2,11,0,4,1,0,0,55.0,37,0
33,3,15,10,2,3,0,4,1,0,0,40.0,37,0
22,2,11,9,4,7,2,4,1,0,0,40.0,37,0
25,2,15,10,4,3,2,4,0,0,1504,45.0,37,0
25,2,15,10,0,6,3,4,0,0,0,40.0,37,0
77,4,5,4,3,0,1,4,1,0,0,20.0,20,1
66,2,11,9,6,11,1,4,0,0,0,40.0,37,0
19,2,15,10,4,11,3,4,1,0,0,35.0,37,0
44,2,11,9,4,7,4,2,0,0,0,38.0,37,0
45,3,12,14,0,11,4,4,0,25236,0,42.0,37,1
28,2,15,10,4,11,1,4,1,0,0,50.0,37,0
19,2,11,9,4,5,2,4,1,2597,0,40.0,37,0
43,2,11,9,2,6,0,2,1,4386,0,40.0,37,1
39,2,9,13,2,12,0,4,1,15024,0,40.0,37,1
33,2,9,13,2,11,0,4,1,0,0,50.0,37,0
44,2,11,9,3,7,1,2,0,0,0,40.0,21,0
62,2,5,4,6,6,1,4,0,0,0,40.0,37,0
40,2,15,10,2,11,0,4,1,0,0,50.0,37,1
41,2,11,9,4,7,1,4,1,0,0,6.0,18,0
23,1,15,10,4,7,1,2,1,0,0,30.0,37,0
48,2,11,9,2,2,0,4,1,0,0,40.0,20,1
38,2,12,14,2,9,0,4,1,0,0,45.0,37,0
37,2,12,14,2,3,0,4,1,0,0,50.0,37,1
45,2,12,14,2,9,0,4,1,0,0,55.0,37,1
29,2,11,9,2,10,0,4,1,0,0,40.0,37,0
66,1,11,9,6,0,4,4,0,0,0,25.0,37,0
19,2,11,9,4,7,1,4,0,0,0,50.0,37,0
23,2,6,5,4,5,2,4,1,0,0,39.0,24,0
34,2,9,13,2,12,0,4,1,0,0,40.0,37,1
39,2,12,14,4,3,1,4,0,0,0,45.0,37,0
33,4,11,9,4,13,1,4,1,0,0,60.0,37,0
43,2,15,10,5,11,4,4,0,0,0,10.0,37,0
27,2,11,9,2,13,0,4,1,0,0,99.0,37,0
33,5,15,10,5,0,3,2,1,0,0,35.0,37,0
26,2,4,3,2,4,0,4,1,0,0,30.0,24,0
56,3,12,14,0,3,1,4,1,27828,0,60.0,37,1
46,2,11,9,2,11,0,4,1,0,0,36.0,37,0
38,2,7,12,0,2,4,4,0,0,0,40.0,37,0
90,2,1,7,2,2,0,4,1,0,0,40.0,37,0
72,3,15,10,2,3,0,4,1,0,0,25.0,37,1
20,2,11,9,4,0,4,1,0,0,0,15.0,37,0
29,2,11,9,2,2,0,0,1,0,0,48.0,37,0
49,2,1,7,2,13,0,4,1,0,0,75.0,37,0
23,2,11,9,4,7,4,4,0,0,0,35.0,37,0
20,2,15,10,3,11,3,2,0,0,0,18.0,37,0
57,2,9,13,2,3,0,1,1,4508,0,40.0,33,0
46,2,7,12,0,9,4,4,0,0,0,40.0,37,0
33,2,9,13,2,9,0,4,1,0,0,40.0,37,1
24,2,9,13,4,11,1,4,1,0,0,55.0,21,0
49,2,8,11,2,2,0,4,1,0,0,45.0,11,0
54,2,11,9,2,13,0,4,1,0,0,65.0,37,0
46,0,10,16,4,9,1,4,0,0,1564,50.0,37,1
31,4,8,11,2,2,0,4,1,0,0,50.0,37,0
43,3,14,15,2,9,0,4,1,0,1977,40.0,37,1
19,2,11,9,4,6,3,4,1,0,0,40.0,37,0
46,2,7,12,4,0,1,4,1,0,0,40.0,37,0
43,2,9,13,0,9,1,4,1,0,0,40.0,37,0
58,2,11,9,6,2,4,4,1,0,0,40.0,37,0
43,4,11,9,2,11,0,4,1,0,0,45.0,37,0
21,0,2,8,4,0,3,2,1,0,0,25.0,37,0
52,5,12,14,4,0,1,4,1,0,0,70.0,37,1
34,2,8,11,2,2,0,4,1,0,0,32.0,37,1
28,2,8,11,4,5,3,4,0,0,0,40.0,37,0
34,2,11,9,0,13,1,4,1,0,0,40.0,37,0
29,2,11,9,2,6,0,4,1,0,0,40.0,37,1
39,2,11,9,2,4,0,4,1,0,0,65.0,37,0
49,2,1,7,0,6,4,2,0,0,0,35.0,37,0
35,2,15,10,2,2,0,2,1,0,0,50.0,21,1
31,2,15,10,0,7,3,4,0,0,0,20.0,37,0
18,2,15,10,4,5,3,4,1,0,0,30.0,37,0
47,1,11,9,2,7,0,4,1,4386,0,40.0,37,1
46,2,11,9,2,11,0,4,1,5013,0,50.0,37,0
43,2,9,13,2,11,0,4,1,0,0,40.0,37,1
51,0,11,9,2,2,0,4,1,4386,0,40.0,37,1
21,2,15,10,4,0,1,4,0,0,0,40.0,37,0
31,5,9,13,2,9,5,4,0,0,1902,35.0,37,1
39,1,11,9,2,10,0,4,1,0,1887,40.0,37,1
58,2,1,7,2,0,0,4,1,0,0,48.0,37,0
36,2,12,14,4,9,1,4,0,0,0,40.0,37,0
38,2,11,9,2,6,5,4,0,0,0,40.0,37,0
31,2,9,13,2,3,5,4,0,0,1902,35.0,37,1
19,2,1,7,4,5,1,4,1,0,0,40.0,37,0
38,2,8,11,0,12,1,4,0,0,0,36.0,37,0
26,2,8,11,4,9,3,3,0,0,0,60.0,21,0
38,2,7,12,0,0,1,4,0,0,0,16.0,37,0
36,2,15,10,2,2,0,4,1,0,0,45.0,37,0
40,2,11,9,2,3,0,4,1,0,0,45.0,37,1
41,2,9,13,2,12,5,4,0,0,0,40.0,37,1
33,2,11,9,4,11,1,4,1,0,0,45.0,37,0
51,2,11,9,2,6,0,4,1,0,0,40.0,37,0
34,2,11,9,2,11,0,4,1,0,0,40.0,37,0
33,2,8,11,0,11,1,4,1,0,0,40.0,37,0
25,2,0,6,2,2,0,4,1,0,0,45.0,37,0
30,4,11,9,4,11,4,4,1,0,0,66.0,37,0
19,2,15,10,4,0,3,4,1,0,0,25.0,37,0
47,2,11,9,2,3,5,4,0,0,0,40.0,37,1
26,2,9,13,4,0,1,4,0,0,0,40.0,37,0
21,5,15,10,4,7,3,4,0,0,0,14.0,37,0
36,2,11,9,2,7,0,4,1,0,0,60.0,37,1
60,2,0,6,2,6,0,4,1,0,0,40.0,37,0
28,2,11,9,4,9,4,2,1,0,0,40.0,37,0
19,2,11,9,4,0,3,4,0,0,0,14.0,37,0
42,2,9,13,2,9,0,4,1,0,0,90.0,37,0
36,2,11,9,5,6,1,2,0,0,0,36.0,37,0
35,2,11,9,2,7,5,4,0,0,0,38.0,37,0
22,2,15,10,4,0,3,4,0,0,0,25.0,37,0
54,2,11,9,2,2,0,4,1,0,0,40.0,37,1
36,2,9,13,2,9,0,4,1,0,0,45.0,37,0
55,2,11,9,2,13,0,4,1,0,0,65.0,37,0
57,2,12,14,2,0,0,4,1,0,0,40.0,37,0
56,2,5,4,2,13,0,4,1,0,0,36.0,37,0
24,2,11,9,2,3,0,4,1,0,0,50.0,37,0
35,1,9,13,2,9,0,4,1,0,0,40.0,37,1
51,3,1,7,0,11,1,4,1,0,0,40.0,37,0
34,2,11,9,0,3,3,4,1,0,0,44.0,37,0
36,2,7,12,0,0,4,4,0,0,0,42.0,37,0
51,1,6,5,5,7,2,4,0,0,0,40.0,37,0
46,3,10,16,2,9,0,4,1,0,0,60.0,37,1
42,2,11,9,0,3,1,2,0,5455,0,50.0,37,0
25,5,9,13,4,9,1,4,0,0,0,40.0,37,0
22,2,11,9,4,5,2,4,1,0,0,50.0,37,0
37,2,11,9,2,2,0,4,1,0,0,40.0,37,0
48,2,9,13,0,11,4,4,1,0,0,40.0,37,1
61,2,9,13,2,9,0,4,1,15024,0,50.0,37,1
40,2,2,8,2,13,0,2,1,0,0,40.0,21,0
58,3,11,9,2,3,5,4,0,0,0,20.0,37,1
52,2,11,9,3,4,2,4,1,0,0,20.0,24,0
18,2,1,7,4,7,3,2,1,0,0,20.0,37,0
27,2,0,6,2,6,0,4,1,0,0,40.0,37,0
48,4,15,10,2,9,0,4,1,5013,0,45.0,37,0
63,2,6,5,2,2,0,4,1,0,0,16.0,37,0
38,4,11,9,2,2,0,4,1,0,0,60.0,37,0
31,2,15,10,2,0,0,4,1,0,2051,40.0,37,0
40,4,15,10,2,9,0,4,1,0,0,60.0,37,0
41,2,11,9,0,3,1,4,1,0,0,40.0,37,0
28,2,9,13,4,9,1,4,0,2174,0,40.0,37,0
31,2,14,15,0,9,1,4,1,14084,0,50.0,37,1
32,2,8,11,2,2,0,4,1,0,0,55.0,37,1
30,2,11,9,4,5,4,2,1,0,0,72.0,37,0
39,1,11,9,0,2,1,4,1,0,1876,40.0,37,0
28,2,9,13,2,11,0,4,1,0,0,50.0,37,0
31,2,11,9,4,5,2,2,0,0,0,35.0,37,0
44,5,12,14,2,9,0,4,1,0,0,40.0,37,1
22,2,15,10,4,4,3,4,1,0,0,25.0,37,0
36,2,7,12,2,2,0,4,1,0,0,35.0,37,0
39,2,12,14,4,3,1,4,1,0,1974,40.0,37,0
61,2,15,10,2,3,0,4,1,0,1672,40.0,37,0
31,2,11,9,0,13,3,4,1,0,0,40.0,37,0
21,2,15,10,4,7,1,4,0,0,0,25.0,10,0
39,4,15,10,2,4,0,4,1,2829,0,90.0,37,0
34,4,11,9,2,4,0,4,1,0,0,80.0,37,0
21,2,15,10,4,7,3,4,1,0,0,15.0,37,0
75,4,9,13,6,9,4,4,1,0,0,48.0,37,1
21,2,15,10,4,7,3,4,1,0,0,24.0,37,0
81,2,15,10,2,11,0,4,1,0,0,15.0,37,0
54,3,11,9,0,7,1,4,1,0,0,40.0,1,0
34,2,9,13,2,9,0,4,1,0,0,65.0,18,0
54,4,14,15,2,9,0,1,1,99999,0,50.0,28,1
41,2,11,9,2,7,0,0,1,0,0,45.0,37,0
63,2,11,9,2,7,0,4,1,2580,0,20.0,37,0
24,2,15,10,4,6,1,4,1,0,0,40.0,37,0
20,2,11,9,2,0,5,4,0,0,0,40.0,24,0
44,1,9,13,0,9,3,4,0,0,0,60.0,37,0
47,4,9,13,2,11,0,4,1,0,0,40.0,37,1
31,2,15,10,2,2,0,4,1,0,0,40.0,37,0
41,2,5,4,0,2,1,4,1,0,1590,40.0,37,0
53,4,11,9,2,2,0,4,1,0,0,60.0,37,0
63,2,11,9,2,0,5,4,0,3471,0,40.0,37,0
44,2,12,14,2,9,0,4,1,0,0,45.0,37,1
37,2,11,9,2,2,0,4,1,0,0,46.0,37,1
28,2,15,10,2,2,0,4,1,0,0,50.0,10,1
57,2,11,9,0,0,1,4,0,0,0,40.0,37,0
22,2,15,10,4,4,3,4,1,0,0,40.0,37,0
33,1,9,13,2,0,0,4,1,0,1848,45.0,37,1
30,2,15,10,0,0,3,4,0,0,0,55.0,37,0
20,2,11,9,4,2,3,4,1,0,0,40.0,37,0
28,2,9,13,4,0,1,4,0,0,0,45.0,37,0
54,2,1,7,0,8,4,2,0,0,0,10.0,37,0
20,2,11,9,4,5,3,4,1,0,0,35.0,37,0
34,2,11,9,2,3,0,4,1,0,0,40.0,37,0
21,2,15,10,4,0,3,4,1,0,0,40.0,37,0
29,5,15,10,4,7,4,4,0,0,0,40.0,37,0
51,2,15,10,0,3,4,4,0,0,0,40.0,37,0
39,2,11,9,0,6,1,2,0,0,0,70.0,37,0
19,2,15,10,4,0,2,2,0,0,0,38.0,37,0
22,1,11,9,4,4,3,4,1,0,0,40.0,37,0
59,5,15,10,0,0,1,4,0,0,0,38.0,37,0
18,2,1,7,4,11,3,4,1,0,0,13.0,37,0
22,2,11,9,4,7,1,4,1,0,0,20.0,37,0
42,1,15,10,2,2,0,4,1,0,0,40.0,37,1
39,2,7,12,4,2,1,4,1,0,0,40.0,37,0
31,2,9,13,2,11,0,4,1,0,0,40.0,37,1
28,2,1,7,5,2,4,4,0,0,0,40.0,37,0
22,2,9,13,4,3,3,4,1,0,0,7.0,37,0
67,2,12,14,4,7,1,4,0,0,0,40.0,37,0
17,2,1,7,4,11,3,4,0,0,0,25.0,37,0
47,0,7,12,2,0,0,4,1,0,0,40.0,37,1
23,2,9,13,4,0,1,4,0,0,0,5.0,37,0
20,2,11,9,2,7,5,4,0,0,0,40.0,27,0
22,2,11,9,4,11,4,4,0,0,0,40.0,27,0
47,5,5,4,2,13,0,4,1,0,0,40.0,37,0
49,2,15,10,2,11,5,4,0,0,0,40.0,37,1
35,5,15,10,0,3,1,2,0,0,0,40.0,37,0
52,0,15,10,0,3,1,4,0,0,0,40.0,37,0
29,2,11,9,4,11,1,4,0,0,0,40.0,37,0
73,3,0,6,6,11,4,4,0,0,0,40.0,1,0
38,4,11,9,2,9,0,4,1,0,0,50.0,37,1
59,4,11,9,2,3,0,4,1,0,1902,52.0,37,1
35,2,15,10,2,2,0,4,1,4064,0,35.0,37,0
18,2,15,10,4,11,3,4,0,0,0,15.0,37,0
24,2,11,9,2,0,5,2,0,0,0,40.0,37,0
33,1,9,13,2,9,0,4,1,0,0,50.0,37,0
40,2,15,10,0,3,2,2,0,0,0,55.0,37,0
55,2,11,9,6,0,1,4,0,0,0,40.0,37,0
44,2,11,9,0,9,1,4,1,0,0,40.0,37,0
40,2,9,13,4,9,3,4,0,0,0,60.0,37,0
22,2,11,9,0,5,3,4,1,0,0,40.0,37,0
55,2,15,10,2,3,5,4,0,0,0,40.0,37,1
45,2,11,9,5,12,1,4,0,0,0,26.0,37,0
47,1,9,13,4,9,1,4,0,0,0,50.0,37,1
56,2,11,9,2,2,0,4,1,0,0,40.0,37,0
44,2,11,9,2,6,0,2,1,0,0,40.0,37,0
32,5,15,10,4,0,1,4,1,0,0,38.0,37,0
17,2,0,6,4,7,3,4,1,0,0,20.0,37,0
44,2,15,10,0,3,1,4,1,0,0,50.0,37,0
32,4,7,12,4,11,1,4,1,0,0,80.0,37,0
35,2,9,13,2,11,0,4,1,0,0,60.0,37,1
27,2,11,9,2,7,0,4,1,0,0,40.0,37,0
32,2,11,9,2,9,0,4,1,0,0,50.0,37,0
68,2,1,7,0,13,1,4,1,0,0,70.0,37,0
20,2,15,10,4,7,3,4,0,0,0,20.0,37,0
33,2,15,10,0,0,1,2,0,0,0,40.0,37,0
24,2,6,5,4,5,3,4,1,0,0,12.0,37,0
48,2,11,9,2,2,0,4,1,0,0,45.0,37,0
45,2,12,14,0,9,4,4,0,0,0,50.0,37,0
48,2,15,10,6,0,1,4,0,0,0,40.0,37,0
28,2,12,14,2,9,0,4,1,0,0,45.0,37,1
39,1,12,14,0,9,4,4,0,0,0,40.0,37,0
23,2,15,10,4,7,3,4,1,0,0,30.0,37,0
23,5,2,8,4,3,1,4,1,0,0,40.0,37,0
36,2,15,10,5,0,2,4,0,0,0,40.0,37,0
25,2,9,13,2,9,5,4,0,0,0,40.0,37,0
52,2,11,9,4,7,4,4,1,0,0,40.0,37,0
35,4,11,9,2,2,0,4,1,0,0,40.0,37,0
41,2,11,9,2,3,0,4,1,0,0,40.0,37,0
45,2,9,13,2,11,5,4,0,0,0,42.0,37,1
58,2,8,11,6,9,1,4,0,0,0,40.0,37,0
67,4,11,9,2,0,5,4,0,0,0,2.0,37,0
48,2,11,9,2,9,5,4,0,0,0,8.0,37,0
63,2,11,9,2,2,0,4,1,0,0,48.0,37,0
24,1,15,10,2,10,0,4,1,0,0,72.0,37,1
43,2,15,10,2,2,0,4,1,0,0,40.0,37,1
36,2,11,9,0,13,3,4,1,0,0,60.0,37,0
32,2,11,9,2,13,3,4,1,0,0,72.0,24,0
36,2,15,10,4,2,1,1,1,0,0,40.0,23,0
43,2,15,10,4,0,1,4,0,0,0,50.0,37,0
27,2,11,9,4,0,1,2,0,0,0,40.0,37,0
17,2,1,7,4,7,3,4,1,0,0,12.0,37,0
45,2,9,13,0,11,1,4,0,0,0,46.0,37,0
41,3,11,9,2,2,0,4,1,0,0,40.0,37,0
41,4,11,9,2,3,0,4,1,0,0,38.0,37,0
48,1,7,12,5,0,1,2,0,0,0,40.0,37,0
26,2,15,10,4,7,3,4,0,0,0,24.0,37,0
54,2,13,1,2,4,0,4,1,0,0,60.0,37,0
22,2,15,10,0,11,3,4,0,0,0,48.0,18,0
19,2,11,9,4,13,3,4,1,0,0,35.0,37,0
47,2,5,4,0,5,2,2,1,0,0,40.0,37,0
32,2,11,9,3,7,4,4,0,0,0,20.0,37,0
46,2,9,13,2,3,0,4,1,15024,0,60.0,37,1
30,2,9,13,4,12,1,4,0,0,0,40.0,37,1
35,2,12,14,4,3,1,1,1,0,0,40.0,37,0
52,2,8,11,2,12,0,4,1,5013,0,40.0,37,0
73,4,2,8,2,4,0,4,1,0,0,18.0,37,0
17,2,0,6,4,7,3,4,1,0,0,10.0,1,0
32,2,9,13,5,9,4,4,0,0,0,32.0,37,0
43,1,12,14,2,9,0,4,1,0,0,40.0,37,1
26,2,11,9,4,6,4,3,0,0,0,40.0,3,0
41,0,12,14,2,3,0,4,1,0,0,40.0,37,1
49,2,7,12,2,11,0,4,1,15024,0,60.0,37,1
52,5,15,10,5,10,4,4,1,0,0,40.0,37,0
35,2,11,9,5,0,4,4,0,0,0,32.0,37,0
57,2,1,7,2,7,0,4,1,0,0,52.0,37,0
35,2,8,11,3,9,4,4,0,0,0,44.0,37,0
33,2,9,13,4,9,1,4,1,0,0,40.0,37,0
56,2,5,4,0,13,4,4,1,0,0,40.0,37,0
42,2,9,13,4,11,3,4,1,0,0,60.0,37,0
17,2,15,10,4,0,3,4,1,0,0,20.0,37,0
49,2,11,9,0,0,1,4,0,0,0,35.0,37,0
39,2,14,15,2,9,0,4,1,0,0,45.0,37,1
34,4,15,10,0,0,4,4,0,0,0,50.0,37,0
37,4,15,10,4,9,1,2,1,0,0,40.0,37,0
22,2,2,8,4,7,1,4,1,0,0,35.0,37,0
27,2,8,11,2,2,0,4,1,0,0,40.0,24,0
21,2,15,10,4,11,3,4,0,0,0,25.0,37,0
44,2,9,13,2,0,0,4,1,3103,0,40.0,37,1
53,4,0,6,3,13,1,4,1,0,0,99.0,37,0
26,2,1,7,4,2,1,4,1,0,0,40.0,37,0
48,2,9,13,2,3,0,4,1,0,0,45.0,37,1
39,2,9,13,2,3,0,4,1,0,0,70.0,37,0
34,2,11,9,4,7,4,0,0,0,0,32.0,37,0
54,5,9,13,2,3,0,4,1,0,0,38.0,37,0
36,2,11,9,2,13,0,4,1,7298,0,50.0,37,1
60,2,11,9,2,9,0,4,1,5013,0,40.0,37,0
50,2,11,9,2,10,0,4,1,0,0,40.0,37,1
48,1,9,13,2,9,0,4,1,0,0,45.0,37,0
35,2,15,10,4,0,3,4,0,0,2205,40.0,37,0
40,4,7,12,0,9,1,4,0,0,0,50.0,37,0
30,2,9,13,2,3,0,4,1,0,0,40.0,37,0
65,4,15,10,2,6,0,4,1,6514,0,40.0,37,1
31,2,11,9,2,2,0,4,1,0,0,60.0,37,0
46,1,7,12,2,0,0,4,1,0,0,40.0,37,0
62,3,8,11,2,3,0,4,1,0,0,50.0,37,0
38,2,9,13,4,3,4,4,0,0,0,40.0,4,0
24,2,9,13,4,7,3,4,0,0,0,30.0,37,0
24,2,15,10,4,11,1,1,0,0,0,50.0,28,0
27,2,9,13,4,9,1,4,0,0,0,48.0,37,0
43,5,7,12,3,7,4,4,0,0,0,30.0,37,0
48,2,11,9,0,5,4,1,0,0,0,40.0,33,0
41,2,11,9,5,2,1,2,1,0,0,40.0,37,0
30,2,15,10,2,12,5,2,0,0,0,45.0,37,0
38,2,9,13,2,11,0,4,1,0,0,40.0,37,1
45,2,14,15,4,9,1,4,1,0,0,40.0,37,1
45,2,9,13,4,9,3,4,1,0,0,40.0,37,0
55,2,15,10,0,0,1,4,0,0,0,38.0,37,0
46,4,5,4,2,3,0,4,1,0,0,75.0,11,0
24,2,9,13,4,9,3,1,1,0,0,40.0,37,0
31,1,15,10,4,0,3,0,0,0,0,25.0,37,0
35,2,11,9,2,2,0,4,1,0,0,35.0,37,0
37,1,15,10,5,0,1,4,0,0,0,40.0,37,0
29,2,15,10,2,9,0,4,1,0,0,45.0,37,0
56,2,9,13,2,3,0,4,1,0,0,50.0,37,1
25,2,9,13,4,3,1,4,1,0,1590,60.0,37,0
33,2,0,6,2,6,0,4,1,0,0,40.0,37,0
44,2,11,9,4,11,1,4,0,0,0,40.0,37,0
21,2,11,9,4,2,3,4,1,0,0,40.0,37,0
21,2,11,9,4,0,1,4,1,0,0,40.0,37,0
46,0,12,14,2,3,0,4,1,0,0,40.0,8,1
44,3,15,10,2,3,0,4,1,0,0,50.0,37,1
63,2,9,13,0,3,1,4,0,0,0,40.0,37,0
44,2,11,9,2,0,5,4,0,0,0,30.0,37,0
31,2,15,10,2,2,0,4,1,0,0,45.0,24,0
26,2,15,10,2,3,0,4,1,0,0,42.0,37,0
37,3,11,9,4,13,1,4,1,0,0,50.0,37,0
33,2,9,13,2,2,0,4,1,0,0,45.0,37,0
38,2,9,13,2,3,0,4,1,0,0,40.0,37,0
26,2,8,11,2,11,3,4,0,0,0,35.0,37,0
46,3,8,11,0,3,4,1,0,0,0,63.0,35,0
24,2,11,9,4,7,4,4,0,0,0,35.0,37,0
47,1,12,14,2,9,0,4,1,0,0,35.0,37,1
27,2,15,10,4,12,1,4,0,0,0,30.0,37,0
46,2,15,10,2,2,0,4,1,0,0,40.0,37,0
47,0,7,12,2,0,0,2,1,0,0,40.0,37,1
47,2,11,9,0,0,4,4,1,0,0,40.0,14,0
69,2,11,9,6,6,4,4,1,2538,0,40.0,37,0
32,2,11,9,2,11,0,4,1,7298,0,40.0,37,1
51,2,11,9,2,13,0,2,1,0,0,40.0,37,0
36,2,11,9,2,11,0,4,1,0,0,40.0,37,1
50,1,12,14,2,9,5,4,0,0,0,40.0,37,0
29,2,10,16,2,9,0,1,1,0,0,60.0,17,0
32,2,14,15,2,9,0,4,1,3908,0,40.0,37,0
27,2,0,6,0,13,1,0,1,0,0,75.0,37,0
60,2,5,4,0,0,1,4,0,0,0,35.0,4,0
31,2,11,9,2,7,0,4,1,0,0,40.0,37,0
46,2,7,12,2,2,0,4,1,0,0,40.0,37,0
40,1,11,9,4,0,3,4,0,0,0,40.0,37,0
39,2,15,10,2,2,0,2,1,0,0,52.0,37,1
69,4,5,4,2,11,0,4,1,0,0,55.0,37,0
54,3,9,13,2,3,0,4,1,0,0,40.0,37,1
56,2,11,9,0,0,1,4,0,0,0,40.0,37,0
47,0,15,10,0,0,1,4,0,0,0,40.0,37,0
25,2,7,12,4,12,1,4,0,0,0,45.0,37,0
34,4,11,9,2,13,0,4,1,0,0,60.0,37,0
24,4,5,4,4,4,3,4,1,0,0,50.0,37,0
63,2,15,10,2,2,0,4,1,10566,0,45.0,37,0
29,1,12,14,2,9,0,4,1,0,0,50.0,37,0
64,2,15,10,2,0,0,4,1,0,0,40.0,37,0
44,2,9,13,4,9,1,4,1,0,0,40.0,37,0
26,2,11,9,4,2,2,4,1,0,0,60.0,37,0
36,2,0,6,0,7,1,4,0,0,0,40.0,37,0
55,5,9,13,2,0,0,4,1,7688,0,38.0,37,1
37,2,11,9,2,5,5,4,0,0,0,40.0,37,1
37,2,0,6,4,6,1,4,1,0,0,65.0,37,0
63,2,9,13,2,9,5,4,0,7688,0,36.0,37,1
33,2,11,9,2,13,0,4,1,0,0,60.0,37,0
19,2,15,10,4,0,3,4,0,0,0,10.0,37,0
57,1,12,14,2,9,5,4,0,0,1977,40.0,37,1
31,2,7,12,2,11,0,4,1,4386,0,45.0,37,1
58,1,11,9,2,3,0,4,1,7298,0,40.0,37,1
25,2,15,10,2,11,0,4,1,0,0,40.0,37,0
40,2,11,9,0,0,4,4,0,0,0,40.0,37,0
18,2,1,7,4,7,3,4,1,1055,0,20.0,37,0
26,2,11,9,4,0,1,4,1,0,0,40.0,37,0
29,2,10,16,2,9,0,4,1,0,0,50.0,37,1
45,1,9,13,2,9,0,2,1,0,0,40.0,37,0
35,5,15,10,4,0,3,4,0,0,0,38.0,37,0
32,2,15,10,0,6,4,4,1,0,0,45.0,37,0
61,4,11,9,6,7,2,4,0,0,0,40.0,37,0
26,5,9,13,4,9,1,4,1,0,0,15.0,37,0
56,2,11,9,2,2,0,4,1,3103,0,40.0,37,1
22,2,15,10,3,0,3,1,0,0,0,39.0,37,0
49,2,9,13,2,6,0,2,1,0,0,48.0,37,0
40,2,11,9,2,7,5,4,0,0,0,12.0,37,0
37,2,11,9,5,3,3,4,1,0,0,40.0,37,0
28,2,9,13,2,11,0,4,1,0,0,60.0,37,1
27,2,11,9,2,6,0,4,1,0,0,40.0,37,0
34,3,8,11,0,11,4,4,0,0,0,40.0,37,0
49,2,6,5,2,5,0,4,1,0,0,45.0,37,0
41,2,15,10,4,2,3,1,1,0,0,40.0,37,0
28,2,9,13,4,0,1,4,1,0,0,21.0,37,0
38,2,15,10,2,3,0,4,1,0,0,55.0,37,1
47,5,7,12,2,10,0,4,1,0,1740,40.0,37,0
28,1,11,9,2,10,0,4,1,0,0,40.0,37,0
44,5,12,14,2,9,0,4,1,7688,0,50.0,37,1
41,0,9,13,0,9,1,4,1,0,0,40.0,37,0
50,2,14,15,2,9,0,4,1,0,0,36.0,37,1
73,4,11,9,6,2,1,4,1,0,0,24.0,37,0
21,2,15,10,4,7,3,2,1,0,0,40.0,26,0
38,2,11,9,0,0,4,4,0,0,0,40.0,37,0
47,2,15,10,2,12,4,4,0,0,0,40.0,37,0
52,2,15,10,2,13,0,4,1,15024,0,60.0,1,1
24,2,9,13,4,11,1,4,1,0,0,45.0,37,0
44,2,9,13,2,3,0,4,1,0,0,40.0,37,1
27,2,5,4,0,6,4,4,1,0,974,40.0,37,0
61,4,15,10,2,11,0,2,1,0,0,60.0,37,1
58,2,9,13,2,11,0,4,1,15024,0,40.0,37,1
51,2,9,13,4,11,1,4,0,0,1564,43.0,37,1
49,2,15,10,0,11,4,4,0,0,0,55.0,8,0
23,2,15,10,4,0,3,2,1,0,0,20.0,37,0
19,2,8,11,4,0,3,2,0,0,0,40.0,37,0
21,2,11,9,4,4,1,4,1,0,0,53.0,37,0
56,2,1,7,0,11,1,4,0,0,0,40.0,37,0
35,2,2,8,2,2,0,4,1,0,0,40.0,37,0
37,0,15,10,0,12,4,0,0,0,0,20.0,37,0
41,2,10,16,0,11,4,4,0,0,0,50.0,37,1
30,2,1,7,2,11,0,4,1,0,0,40.0,37,0
47,2,15,10,2,2,0,4,1,0,0,40.0,37,0
59,3,0,6,6,3,4,4,0,0,2559,50.0,37,1
55,2,1,7,2,6,0,4,1,0,0,32.0,37,0
31,2,0,6,4,0,4,2,0,0,0,40.0,37,0
